"glytoucan_ac","glytoucan_type","glycan_mass","glycan_permass","base_composition","composition","topology","monosaccharides","is_motif"
"G28949EK","Saccharide","3170.10603527","3940.96678912","G73219XT","G13248CW","G19418PC","15","False"
"G28955QE","Composition","1519.52817538","1939.99767748","","G28955QE","","9","False"
"G28957FB","Saccharide","2953.0473981","3667.84555167","G27898DM","G88089PY","G36189TM","15","False"
"G28959FS","Saccharide","1915.69267463","2378.20912694","G12295AY","G71834LX","G02849EL","10","False"
"G28960YA","Saccharide","715.264726545","897.468177455","G81915OX","G07707ZV","G50432RB","3","False"
"G28962GO","Saccharide","2400.83074402","3003.50369703","G53218VX","G44787MY","G98932VQ","12","False"
"G28972VP","Saccharide","836.29100094","1060.54140206","G63053UD","G72763JE","G56236CP","4","False"
"G28975MI","Topology","1556.48051364","1906.87176539","G44002OQ","G53914FD","G28975MI","7","False"
"G28975ZZ","Composition","2198.72886182","2689.27661427","G21331WE","G28975ZZ","","11","False"
"G28978TP","Saccharide","1827.6766306","2262.16178277","G68318VE","G80294ZS","G28731TM","10","False"
"G28985UO","BaseComposition","1534.45640736","1898.86330918","G28985UO","","","8","False"
"G28987BJ","Saccharide","1097.41223838","1363.70958971","G02809YH","G59768MW","G86043DD","6","False"
"G28988SP","BaseComposition","475.063189885","573.172740375","G28988SP","","","2","False"
"G28989NC","BaseComposition","2734.99351197","3379.71341519","G28989NC","","","15","False"
"G28997HJ","Saccharide","2662.97238257","3293.67663572","G02287BL","G84058QX","G09015UT","15","False"
"G28997IA","BaseComposition","1405.52297075","1741.89857243","G28997IA","","","8","False"
"G28998FZ","Saccharide","477.078839955","575.188390445","G58082FV","G34412GZ","G07507PB","2","False"
"G29005AG","Topology","3028.10457868","3742.90273225","G27378DU","G17565XV","G29005AG","17","False"
"G29005BV","Saccharide","1391.50732068","1727.88292236","G84164DF","G99834WZ","G83595ZK","8","False"
"G29011DA","Saccharide","504.1690352","658.34118597","G39365VM","G89489JX","G68750IZ","3","False"
"G29011DJ","Saccharide","869.301231305","1107.56728249","G15666IG","G47397QL","G94627EK","5","False"
"G29011JC","Saccharide","1519.56589823","1883.97280004","G69222XZ","G96281OZ","G88489PQ","8","False"
"G29014XV","Saccharide","1185.42828241","1479.75693389","G97887RK","G94827CQ","G73882WS","6","False"
"G29020BW","Topology","1521.5815483","1900.00410019","","G26321KS","G29020BW","8","False"
"G29023KF","Saccharide","312.105647","410.21519749","G25325JY","G90721BU","G39757GE","2","False"
"G29024OJ","Saccharide","1624.59725799","2017.03545995","G59937CP","G68013XJ","G67480NQ","9","False"
"G29025YS","Saccharide","1882.68244426","2331.1832465","G52478HI","G65547KW","G05002AF","9","False"
"G29026MS","Saccharide","1987.59025978","2394.04411181","G62273EM","G96639QR","G05496GH","10","False"
"G29031ZI","Topology","789.301506015","985.520606995","G88713AC","G08017ND","G29031ZI","4","False"
"G29032AL","Saccharide","2110.75572849","2629.33478108","G62595EF","G62052XR","G78737QO","12","False"
"G29038QQ","Topology","2194.82447677","2727.41917943","","G68408HF","G29038QQ","12","False"
"G29039FY","Saccharide","1259.46506188","1567.80936342","G80475RE","G09140IH","G92205CP","7","False"
"G29042WW","Saccharide","1681.58099887","2144.09745119","","G70031JL","G47093XU","10","False"
"G29043AF","Composition","879.333200115","1117.5992513","","G29043AF","","4","False"
"G29046MX","Saccharide","666.178948","806.3354487","G32406CO","G33589DL","G20731UX","3","False"
"G29046XY","Composition","1704.59698328","2139.08213545","G14191MJ","G29046XY","","10","False"
"G29055YG","Saccharide","1404.50256965","1754.8938214","G49155EM","G39515IW","G04415RA","7","False"
"G29056SI","Saccharide","2044.69754491","2577.29224757","G83460ZZ","G33970PJ","G47577UM","12","False"
"G29057GU","Saccharide","594.981904435","679.075804855","G21713SL","G92549GD","G53659CB","2","False"
"G29058BJ","Composition","1747.59627176","2140.03447371","","G29058BJ","","9","False"
"G29063PN","Saccharide","504.1690352","658.34118597","G39365VM","G86570NJ","G23768LZ","3","False"
"G29063QY","BaseComposition","1154.43370212","1434.74670352","G29063QY","","","6","False"
"G29064GI","Saccharide","1679.5653488","2128.06615105","G45703RF","G65917JH","G86670MB","10","False"
"G29065KQ","Saccharide","1127.38641757","1421.71506905","G71981YX","G88296EI","G16805JY","5","False"
"G29068FM","BaseComposition","221.089937305","291.168187655","G29068FM","","","1","False"
"G29070AW","Saccharide","1519.56589823","1883.97280004","G69222XZ","G96281OZ","G62257HU","8","False"
"G29074HW","Saccharide","1437.51280002","1801.91970183","G43649RD","G32909UL","G71717NV","8","False"
"G29078QN","Saccharide","1640.59217262","2047.04602465","G68990JR","G73811LP","G23934NS","9","False"
"G29080OD","Composition","1483.48189383","1889.93574586","G70677AG","G29080OD","","7","False"
"G29081NM","Saccharide","3027.08417757","3769.91363128","","G19326PJ","G43454YS","15","False"
"G29081QO","Topology","715.264726545","897.468177455","G81915OX","G07707ZV","G29081QO","3","False"
"G29084PT","Composition","1597.54997344","2004.00382547","G30001EY","G29084PT","","8","False"
"G29084XK","Saccharide","504.1690352","658.34118597","G39365VM","G86570NJ","G33145GJ","3","False"
"G29086KO","","","","","","","","False"
"G29091RS","Saccharide","910.32778041","1148.5938316","G28681TP","G28326HR","G89291WX","5","False"
"G29097OR","Topology","1113.40715301","1393.72015442","G57317CE","G87030LJ","G29097OR","6","False"
"G29097SS","Saccharide","3755.33291971","4652.33452419","G79098NN","G88438SU","G46703EI","19","False"
"G29100FF","Saccharide","1202.44359815","1496.77224962","G21726WW","G34407JR","","7","False"
"G29107MV","Saccharide","910.32778041","1148.5938316","G28681TP","G88207OU","G29658JP","5","False"
"G29109PM","Saccharide","2005.72436873","2496.27212117","G60033FS","G50293LU","G48011MV","11","False"
"G29110AM","Saccharide","668.23750877","878.47225982","","G63155AL","G63548GM","4","False"
"G29112GC","Saccharide","1884.69809433","2333.19889657","G81098PF","G11853YG","G97947KM","10","False"
"G29112PJ","Topology","1083.43297382","1349.73032515","","G06195CC","G29112PJ","6","False"
"G29118ZL","Topology","2061.7505835","2552.29833594","G96356PZ","G40664HB","G29118ZL","11","False"
"G29120KA","BaseComposition","1556.48051364","1906.87176539","G29120KA","","","7","False"
"G29130SY","Saccharide","2513.87842253","3130.56702561","G84044GC","G88057TN","G72179WW","12","False"
"G29136NI","Composition","504.1690352","658.34118597","G39365VM","G29136NI","","3","False"
"G29137YF","Composition","2052.67095295","2515.18740526","G31916CH","G29137YF","","10","False"
"G29138OW","Saccharide","1193.4068783","1515.76682992","G05645NK","G99374HY","G03068YN","7","False"
"G29141HM","Saccharide","1687.58166754","2122.06681972","G98784QC","G17375VW","G90570LO","9","False"
"G29142KQ","Saccharide","586.22213341","740.39428418","G58001LT","G93562NG","G87644AU","3","False"
"G29142WH","Composition","2370.88171697","2917.4920697","G70333IQ","G29142WH","","14","False"
"G29144HY","Saccharide","1592.60742873","1957.01433055","G86458FO","G19633YG","G96984EM","9","False"
"G29147GG","Saccharide","1681.61872173","2088.07257376","G72790NZ","G97126PW","G51319FX","9","False"
"G29154SS","Topology","2978.07903257","3678.86153608","G01605NF","G60191CN","G29154SS","15","False"
"G29157QS","Saccharide","2110.75572849","2629.33478108","G62595EF","G08807TL","G32912BE","12","False"
"G29159BL","Saccharide","1728.60821665","2163.09336882","G24261ED","G18476BB","G64009BY","9","False"
"G29159YJ","Saccharide","853.306316675","1077.5567178","G54630CD","G31022UW","G38006RV","5","False"
"G29159ZA","Saccharide","609.157484265","735.298334895","G26918LL","G92324WH","G64404VY","3","False"
"G29160QO","Topology","2305.8565052","2838.45120787","G34889QO","G19784PR","G29160QO","12","False"
"G29166US","Saccharide","1243.47014726","1537.79879873","G61099GA","G18584GV","G92500NQ","7","False"
"G29169IA","Saccharide","180.0633882","250.14163855","G81399MY","G15434YJ","G64380CO","1","False"
"G29176XQ","Composition","877.317550045","1101.56795117","G85811SG","G29176XQ","","4","False"
"G29184RN","Composition","2037.73935012","2528.28710258","G24255JV","G29184RN","","12","False"
"G29185AG","BaseComposition","3913.4635996","4796.44955401","G29185AG","","","22","False"
"G29185GO","Topology","1314.4331527","1678.84005452","G97591GH","G61307IR","G29185GO","8","False"
"G29188SG","Saccharide","1478.53934912","1842.94625094","G72787SB","G14445VK","G02654ED","8","False"
"G29191ST","Saccharide","1964.69781962","2455.24557207","G49018RC","G56302SI","G34301QX","11","False"
"G29197GH","Saccharide","1665.6238071","2058.06200906","G88725PI","G04281QP","G94914GB","9","False"
"G29201DC","Topology","707.248407805","903.467508785","G08590QR","G87067NW","G29201DC","4","False"
"G29208SD","Composition","668.19459807","822.36674884","","G29208SD","","3","False"
"G29213NK","Saccharide","1152.3803292","1474.74028081","G55913GS","G92553LF","G50331RU","7","False"
"G29214BB","Saccharide","1055.36528817","1335.67828958","G48712FQ","G13771ME","G55964YE","5","False"
"G29214ZG","Topology","1948.70290499","2425.23500737","G09197ZW","G96870OT","G29214ZG","11","False"
"G29228HV","BaseComposition","713.168442925","881.356243765","G29228HV","","","3","False"
"G29228MX","Saccharide","1989.7294541","2466.26155647","G85740DB","G64730RH","G46129EO","11","False"
"G29230PI","Saccharide","2313.8351011","2874.4611039","G85987RP","G11787WA","G25917CO","13","False"
"G29230VB","Saccharide","1729.62861776","2150.09811986","G27622TD","G88823RD","G06021WU","10","False"
"G29231AT","Saccharide","935.359414885","1159.609816","G21259PI","G44223LV","G84880FB","5","False"
"G29231QJ","Saccharide","1234.43342741","1556.79337902","G02815KT","","","7","False"
"G29232IW","Saccharide","1761.61844701","2210.11924926","G75469AV","G08378VD","G18628NG","10","False"
"G29236YP","Topology","1039.37037354","1305.66772487","G49139YY","G71918XM","G29236YP","5","False"
"G29237TW","Saccharide","586.22213341","740.39428418","G58001LT","G59848RU","G31881UK","3","False"
"G29239NH","Saccharide","1421.51788538","1771.90913713","G10339FR","G41099CL","G66057EP","8","False"
"G29244NH","Saccharide","3913.4635996","4796.44955401","G29185AG","G51510RE","G68481HF","22","False"
"G29244OU","Topology","1843.67154523","2292.17234747","G65184UU","G31831PV","G29244OU","10","False"
"G29247YS","Saccharide","504.1690352","658.34118597","G39365VM","G72116MB","G63977XF","3","False"
"G29248WR","Saccharide","2254.77283515","2829.41448802","G79980BA","G33559EY","G08298VG","11","False"
"G29249DT","Topology","1396.48625091","1760.89315273","G41247ZX","","G29249DT","8","False"
"G29250KT","Topology","1720.59189791","2169.09270015","G62765YT","G43723RI","G29250KT","10","False"
"G29255IL","Saccharide","2368.84091476","2943.48256763","G42039FI","G83385WA","G69616RY","12","False"
"G29256WH","Composition","2233.83537581","2752.41442839","G06853GH","G29256WH","","12","False"
"G29260RF","Saccharide","957.274364635","1167.50911569","G90558DO","G43315IV","G20928FE","4","False"
"G29261AY","Topology","1204.42286271","1512.76716425","G85335EW","G65916GN","G29261AY","7","False"
"G29268JT","BaseComposition","2709.9618775","3368.69743079","G29268JT","","","15","False"
"G29271US","Saccharide","1437.51280002","1801.91970183","G43649RD","G80212LK","G96175GI","8","False"
"G29273GU","Saccharide","894.33286578","1118.5832669","G93579XB","G12641NB","G19483CU","5","False"
"G29276EO","Composition","2279.80446962","2840.43047243","G55900HR","G29276EO","","11","False"
"G29276PB","Topology","1624.59725799","2017.03545995","G59937CP","G14187IZ","G29276PB","9","False"
"G29279FJ","Topology","488.17412057","628.33062127","G89864HJ","G09551MC","G29279FJ","3","False"
"G29279QO","Composition","2384.83582939","2973.49313233","G98235NV","G29279QO","","12","False"
"G29285CG","Saccharide","3681.29614024","4564.28209465","G08182IE","G96816KA","G63567OG","18","False"
"G29288DT","Saccharide","2206.75036841","2781.39202128","G58087IP","G57566HS","G16094GG","13","False"
"G29290EB","Saccharide","2044.69754491","2577.29224757","G83460ZZ","G33970PJ","G19251AA","12","False"
"G29292KW","Saccharide","2444.8933443","3047.56629731","","G99391HR","","13","False"
"G29298GZ","Saccharide","666.2218587","862.44095968","G90306QO","G88288TV","G92495JT","4","False"
"G29299MO","Composition","1729.62861776","2150.09811986","G27622TD","G29299MO","","10","False"
"G29301NP","Saccharide","545.195584305","699.367735075","G52963ZW","G96927TT","G87068JH","3","False"
"G29301RL","Saccharide","1080.39692265","1346.69427398","G42613QM","G01254YI","","5","False"
"G29302NT","Topology","1583.57070888","1976.00891084","G15486FH","G34943QI","G29302NT","9","False"
"G29312XK","Topology","1396.48625091","1760.89315273","G41247ZX","G62239ZY","G29312XK","8","False"
"G29313LW","Saccharide","342.1162117","454.24141226","G90627TW","G85505CT","G69382ZH","2","False"
"G29316OK","Composition","1289.43924107","1625.81484275","G77976VJ","G29316OK","","6","False"
"G29316WB","Saccharide","570.22721878","710.38371948","G06042JP","G20391ZE","G03838OG","3","False"
"G29322AW","Saccharide","221.089937305","291.168187655","G29068FM","G18476LA","G29494LA","1","False"
"G29322IY","Saccharide","1113.40715301","1393.72015442","G57317CE","G07595HH","G18243KB","6","False"
"G29326OK","Saccharide","1547.52442735","1939.96262931","G31368HD","G20061PF","G69173KW","6","False"
"G29329QP","Topology","1031.35405481","1311.6670562","G53969DE","G87893AL","G29329QP","6","False"
"G29331WV","Topology","593.162569635","719.303420265","","","G29331WV","3","False"
"G29335OP","Topology","3304.22548179","4061.07058556","G87183DD","G65391WE","G29335OP","19","False"
"G29338JH","Topology","2223.80340699","2756.39810966","G83282IU","G38890PM","G29338JH","12","False"
"G29339IQ","Saccharide","982.34890981","1234.63061107","G25807NR","G87552OY","G85983AE","5","False"
"G29344WO","Topology","1492.51861368","1870.94116557","G05194RK","G39927PF","G29344WO","7","False"
"G29348FH","Saccharide","1099.42788845","1379.74088985","","G89650RP","G40381AZ","6","False"
"G29360WZ","Saccharide","691.253493175","873.456944085","G43094UN","G25105CR","G57736AH","4","False"
"G29361QX","Composition","1769.63476576","2204.11991793","G54498TF","G29361QX","","9","False"
"G29362FG","Topology","2071.78255231","2548.31465468","G67367OT","G87814KJ","G29362FG","11","False"
"G29362VC","Composition","2240.81872273","2773.41342539","G58802FE","G29362VC","","13","False"
"G29369RY","Saccharide","910.32778041","1148.5938316","G28681TP","G28326HR","G89291WX","5","False"
"G29369ZL","Saccharide","1152.3803292","1474.74028081","G55913GS","G01190ZZ","G22830WV","7","False"
"G29377XJ","Saccharide","2274.86192491","2793.4409775","G46982GD","G78073TS","G69408QG","12","False"
"G29386CS","Saccharide","756.2106421","938.41409301","","G95141UV","G57063AY","3","False"
"G29388GI","Topology","1036.25368882","1302.55104015","G01494MP","G08642ES","G29388GI","4","False"
"G29388XG","Topology","750.29060698","960.52535803","","G28923WQ","G29388XG","4","False"
"G29391VY","Saccharide","513.009439775","611.118990265","G31134CV","G79804LR","G93205RV","2","False"
"G29393FW","Saccharide","586.22213341","740.39428418","G58001LT","G59848RU","G24371QT","3","False"
"G29394YZ","Topology","981.328508705","1247.62586003","G67942WV","G56297DP","G29394YZ","4","False"
"G29396PC","Saccharide","1843.67154523","2292.17234747","G65184UU","G31831PV","G19506LX","10","False"
"G29396WP","Topology","900.2529009","1096.47200188","G73357FZ","G98044QF","G29396WP","4","False"
"G29398UD","Topology","836.29100094","1060.54140206","G63053UD","G97203HL","G29398UD","4","False"
"G29406SZ","Saccharide","690.23309207","886.45219305","G32118LZ","G69538RU","G61656QA","3","False"
"G29407ZG","Saccharide","1437.51280002","1801.91970183","G43649RD","G80212LK","G96175GI","8","False"
"G29409HJ","Topology","1357.47535188","1735.89790376","","G09527DH","G29409HJ","8","False"
"G29415RU","BaseComposition","1265.38509701","1545.6980984","G29415RU","","","6","False"
"G29418HB","Saccharide","1243.47014726","1537.79879873","G61099GA","G06194QO","G94216WA","7","False"
"G29418MQ","Topology","1160.39664794","1468.74094948","G71529UW","G93481IU","G29418MQ","6","False"
"G29419HY","Topology","2733.97311086","3392.70866415","G25569EP","G58076ER","G29419HY","14","False"
